epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
57,88944.3,1.01073,0.98787,1.11958,0.69238,0.5697,0.61782,0.44912,1.01648,0.98665,1.08977,0.0004456,0.0004456,0.0004456
58,90842.2,1.01053,0.98621,1.11862,0.69181,0.56974,0.61793,0.44892,1.01619,0.98643,1.08906,0.0004357,0.0004357,0.0004357
59,92897.1,1.00661,0.98188,1.11731,0.69289,0.5714,0.61773,0.44844,1.01618,0.98658,1.08922,0.0004258,0.0004258,0.0004258
60,94558.6,1.00442,0.97732,1.11583,0.69323,0.57137,0.618,0.44873,1.01582,0.98654,1.08886,0.0004159,0.0004159,0.0004159
61,96141.4,1.00373,0.97578,1.11544,0.69648,0.56932,0.61809,0.44919,1.01611,0.98711,1.08881,0.000406,0.000406,0.000406
62,97749.6,1.00225,0.97285,1.11496,0.699,0.56596,0.6175,0.44877,1.01645,0.98745,1.08881,0.0003961,0.0003961,0.0003961
63,99315.6,1.00191,0.9705,1.1138,0.70072,0.56364,0.617,0.44849,1.01696,0.98819,1.08872,0.0003862,0.0003862,0.0003862
64,100912,1.00158,0.96861,1.11231,0.7025,0.56361,0.61691,0.44852,1.01747,0.98867,1.08892,0.0003763,0.0003763,0.0003763
65,102483,1.00003,0.96477,1.11203,0.69296,0.56929,0.61652,0.44841,1.01779,0.98955,1.08888,0.0003664,0.0003664,0.0003664
66,104066,0.99844,0.96072,1.11046,0.69943,0.56658,0.61662,0.44866,1.01819,0.98908,1.089,0.0003565,0.0003565,0.0003565
67,105628,0.99792,0.96061,1.11105,0.70379,0.56474,0.61611,0.44814,1.0187,0.98869,1.08928,0.0003466,0.0003466,0.0003466
68,107197,0.99683,0.95776,1.11013,0.69747,0.5679,0.6162,0.44757,1.01851,0.98869,1.08894,0.0003367,0.0003367,0.0003367
69,108769,0.9961,0.95524,1.11059,0.70176,0.56256,0.61628,0.44767,1.01853,0.98863,1.08918,0.0003268,0.0003268,0.0003268
70,110381,0.99421,0.95306,1.10917,0.69988,0.5644,0.61623,0.44748,1.01881,0.98835,1.08975,0.0003169,0.0003169,0.0003169
71,111858,0.99111,0.94995,1.10823,0.69707,0.56533,0.61567,0.44668,1.01849,0.98928,1.08948,0.000307,0.000307,0.000307
72,113445,0.99136,0.94822,1.10772,0.6979,0.56512,0.61588,0.44709,1.01884,0.98967,1.08985,0.0002971,0.0002971,0.0002971
73,115066,0.99056,0.94461,1.10614,0.69885,0.5647,0.6161,0.44703,1.01903,0.98992,1.08992,0.0002872,0.0002872,0.0002872
74,116681,0.98821,0.94133,1.10562,0.69521,0.5667,0.61584,0.44635,1.01936,0.99025,1.09033,0.0002773,0.0002773,0.0002773
75,118175,0.98853,0.94114,1.10533,0.69566,0.56462,0.6156,0.44602,1.02007,0.99096,1.09085,0.0002674,0.0002674,0.0002674
76,119762,0.98794,0.93728,1.10437,0.69505,0.56454,0.6152,0.44588,1.02018,0.99124,1.09072,0.0002575,0.0002575,0.0002575
77,121227,0.98488,0.9331,1.10405,0.69584,0.56413,0.61527,0.446,1.02078,0.99092,1.09102,0.0002476,0.0002476,0.0002476
78,122778,0.98451,0.93384,1.10289,0.69423,0.5661,0.61502,0.44536,1.02082,0.99086,1.09096,0.0002377,0.0002377,0.0002377
79,124261,0.98439,0.93068,1.10201,0.69904,0.56406,0.61487,0.44528,1.02101,0.99137,1.09078,0.0002278,0.0002278,0.0002278
80,125810,0.98384,0.92861,1.10139,0.69659,0.56527,0.61531,0.44494,1.02121,0.99142,1.09053,0.0002179,0.0002179,0.0002179
81,127292,0.98164,0.92583,1.10096,0.69286,0.56688,0.61497,0.44508,1.02155,0.99198,1.09067,0.000208,0.000208,0.000208
82,128829,0.98064,0.92404,1.10102,0.69001,0.56868,0.61492,0.44513,1.02203,0.99272,1.09147,0.0001981,0.0001981,0.0001981
83,130326,0.98074,0.9231,1.1005,0.69247,0.5681,0.61457,0.44512,1.02218,0.99335,1.09163,0.0001882,0.0001882,0.0001882
84,131872,0.97895,0.919,1.09937,0.69339,0.56778,0.61475,0.44486,1.02194,0.99382,1.09177,0.0001783,0.0001783,0.0001783
