epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
45,3929.92,0.4401,0.40783,0.93879,0.7468,0.65891,0.7217,0.5423,0.91367,0.87824,1.20363,0.000443202,0.000443202,0.000443202
46,4017.4,0.43838,0.40268,0.93562,0.76502,0.66167,0.72919,0.54665,0.90281,0.86137,1.19874,0.0004407,0.0004407,0.0004407
47,4104.92,0.43891,0.40375,0.93682,0.78559,0.65919,0.73178,0.54846,0.89907,0.8563,1.19592,0.000438152,0.000438152,0.000438152
48,4192.32,0.43294,0.39948,0.93329,0.76619,0.65865,0.73109,0.54709,0.90416,0.85996,1.20519,0.000435559,0.000435559,0.000435559
49,4279.22,0.4305,0.39454,0.93252,0.77906,0.65416,0.73197,0.54602,0.89876,0.86244,1.20021,0.00043292,0.00043292,0.00043292
50,4366.07,0.42702,0.39167,0.93005,0.79222,0.647,0.72955,0.54419,0.90834,0.86449,1.20539,0.000430236,0.000430236,0.000430236
51,4453.02,0.42916,0.39397,0.93056,0.78923,0.6491,0.73252,0.54641,0.90463,0.85696,1.20215,0.000427509,0.000427509,0.000427509
52,4540.14,0.42696,0.39322,0.9311,0.77824,0.65525,0.73345,0.54762,0.90387,0.8634,1.19589,0.000424738,0.000424738,0.000424738
53,4626.92,0.42264,0.38572,0.92763,0.77346,0.66434,0.73534,0.55171,0.90152,0.87067,1.19514,0.000421925,0.000421925,0.000421925
54,4714.08,0.41931,0.3805,0.92492,0.78264,0.6557,0.73377,0.55398,0.8998,0.88275,1.19229,0.000419071,0.000419071,0.000419071
55,4801.59,0.41767,0.38326,0.92633,0.77224,0.66067,0.73619,0.55602,0.90083,0.8642,1.19422,0.000416175,0.000416175,0.000416175
56,4888.79,0.41478,0.37937,0.92626,0.78058,0.65992,0.73511,0.55738,0.90085,0.85262,1.19377,0.000413238,0.000413238,0.000413238
57,4976.03,0.41154,0.37529,0.92264,0.78652,0.65459,0.73932,0.56142,0.89706,0.84566,1.19136,0.000410262,0.000410262,0.000410262
58,5063.38,0.41155,0.37599,0.92384,0.76786,0.66906,0.74304,0.56309,0.88804,0.83752,1.1857,0.000407248,0.000407248,0.000407248
59,5150.95,0.4102,0.37232,0.92243,0.77959,0.6674,0.74511,0.56429,0.88328,0.83289,1.18138,0.000404194,0.000404194,0.000404194
60,5238.45,0.40707,0.37267,0.92108,0.79662,0.6555,0.74452,0.56474,0.88042,0.83096,1.17949,0.000401104,0.000401104,0.000401104
61,5326.03,0.40602,0.36913,0.92218,0.77307,0.67936,0.74567,0.56586,0.87968,0.82634,1.17946,0.000397977,0.000397977,0.000397977
62,5413.32,0.40212,0.36428,0.91912,0.78847,0.67236,0.74569,0.56633,0.87962,0.8243,1.17946,0.000394814,0.000394814,0.000394814
63,5500.55,0.40217,0.3634,0.91942,0.79282,0.66694,0.74632,0.56858,0.88116,0.81964,1.18001,0.000391616,0.000391616,0.000391616
64,5587.89,inf,0.36394,0.91939,0.78833,0.6747,0.74626,0.5691,0.87767,0.81747,1.17684,0.000388383,0.000388383,0.000388383
65,5675.18,0.39781,0.36107,0.91904,0.78861,0.67736,0.74819,0.57118,0.87835,0.81591,1.1775,0.000385117,0.000385117,0.000385117
66,5762.32,0.39699,0.36128,0.91906,0.7979,0.67426,0.74881,0.57056,0.87703,0.81596,1.17617,0.000381818,0.000381818,0.000381818
67,5849.2,0.39244,0.35635,0.91485,0.80217,0.67059,0.74935,0.57054,0.87585,0.81186,1.1752,0.000378488,0.000378488,0.000378488
68,5936.28,0.39104,0.35579,0.91546,0.80456,0.6673,0.74974,0.5715,0.87646,0.80773,1.17532,0.000375126,0.000375126,0.000375126
69,6023.82,0.39196,0.35187,0.91384,0.80627,0.66861,0.75086,0.57199,0.87699,0.80624,1.17606,0.000371734,0.000371734,0.000371734
70,6111.36,0.38817,0.35023,0.91291,0.80929,0.66834,0.75106,0.57162,0.87686,0.80512,1.17574,0.000368313,0.000368313,0.000368313
71,6198.49,0.38685,0.34917,0.91431,0.80673,0.66956,0.75147,0.57301,0.87633,0.80052,1.17529,0.000364863,0.000364863,0.000364863
72,6285.95,0.38503,0.34846,0.91335,0.80323,0.6732,0.75148,0.57378,0.87572,0.79928,1.17499,0.000361385,0.000361385,0.000361385
73,6373.4,0.38425,0.34671,0.9131,0.80573,0.67325,0.75264,0.57461,0.87454,0.79717,1.17417,0.00035788,0.00035788,0.00035788
74,6460.74,0.38047,0.34245,0.91096,0.80356,0.67543,0.75317,0.57623,0.87431,0.79636,1.17381,0.00035435,0.00035435,0.00035435
75,6548.1,0.37886,0.34285,0.90986,0.79494,0.68103,0.75351,0.57646,0.87427,0.79572,1.17428,0.000350794,0.000350794,0.000350794
76,6635.4,0.37279,0.33829,0.90858,0.79931,0.6794,0.75536,0.5769,0.8741,0.79623,1.17446,0.000347214,0.000347214,0.000347214
77,6722.66,0.37727,0.3418,0.91058,0.79368,0.68159,0.75522,0.57703,0.87325,0.79777,1.17388,0.000343611,0.000343611,0.000343611
78,6809.85,0.37268,0.33653,0.90711,0.78871,0.6847,0.75545,0.57739,0.8724,0.79671,1.17336,0.000339985,0.000339985,0.000339985
79,6896.97,0.3705,0.33287,0.90759,0.78933,0.68604,0.7557,0.57698,0.87217,0.79527,1.17315,0.000336338,0.000336338,0.000336338
80,6983.91,0.36899,0.33307,0.90666,0.78445,0.69136,0.75576,0.57857,0.87239,0.79449,1.17265,0.00033267,0.00033267,0.00033267
81,7071.11,0.36863,0.33026,0.90738,0.79495,0.68483,0.75578,0.57861,0.8725,0.7942,1.17228,0.000328982,0.000328982,0.000328982
82,7158.36,0.37135,0.33121,0.90574,0.79593,0.68487,0.75633,0.57894,0.87255,0.78983,1.17194,0.000325275,0.000325275,0.000325275
83,7245.7,0.36666,0.32781,0.9048,0.7971,0.68418,0.75625,0.57822,0.87375,0.78915,1.17246,0.00032155,0.00032155,0.00032155
84,7332.62,0.36333,0.32529,0.90258,0.79821,0.68469,0.75616,0.57826,0.87464,0.78844,1.17347,0.000317809,0.000317809,0.000317809
85,7419.62,0.36387,0.32508,0.90445,0.79469,0.68369,0.75667,0.57856,0.87398,0.78806,1.17242,0.000314051,0.000314051,0.000314051
86,7506.54,0.36054,0.32173,0.90267,0.78837,0.68953,0.75644,0.5776,0.8747,0.78779,1.1728,0.000310278,0.000310278,0.000310278
87,7593.49,0.35892,0.32255,0.90195,0.79145,0.69021,0.75761,0.57825,0.87502,0.78913,1.17333,0.00030649,0.00030649,0.00030649
88,7680.41,0.36025,0.32076,0.90361,0.78514,0.69513,0.75826,0.57856,0.87476,0.78993,1.17337,0.00030269,0.00030269,0.00030269
89,7767.41,0.35939,0.31796,0.90084,0.79192,0.69363,0.75902,0.57931,0.87445,0.78632,1.17295,0.000298877,0.000298877,0.000298877
90,7854.8,0.35633,0.31665,0.90035,0.78958,0.69432,0.7585,0.57935,0.87423,0.7868,1.17333,0.000295052,0.000295052,0.000295052
91,7941.66,0.35581,0.31606,0.90142,0.78553,0.69723,0.75834,0.57924,0.8734,0.78676,1.17258,0.000291218,0.000291218,0.000291218
92,8028.6,0.35371,0.31511,0.90053,0.78707,0.69873,0.75892,0.57909,0.87233,0.78445,1.17211,0.000287373,0.000287373,0.000287373
93,8115.49,0.35025,0.31329,0.9007,0.78888,0.69908,0.75877,0.57909,0.87196,0.78411,1.17212,0.00028352,0.00028352,0.00028352
94,8202.34,0.35142,0.31025,0.89805,0.79162,0.69795,0.75859,0.57872,0.87132,0.78457,1.17164,0.000279659,0.000279659,0.000279659
95,8289.34,0.34742,0.30952,0.89793,0.79102,0.69775,0.75839,0.57934,0.87114,0.78754,1.17162,0.000275792,0.000275792,0.000275792
96,8376.55,0.3484,0.30652,0.89717,0.79302,0.69778,0.75843,0.57949,0.87066,0.78531,1.17144,0.000271919,0.000271919,0.000271919
97,8464.05,0.3463,0.30752,0.89786,0.79194,0.69661,0.75939,0.5803,0.87052,0.78325,1.17158,0.000268041,0.000268041,0.000268041
98,8551.59,0.34549,0.30588,0.89589,0.79373,0.69677,0.75944,0.58031,0.8694,0.7826,1.17087,0.000264159,0.000264159,0.000264159
99,8639.08,0.34342,0.30464,0.89589,0.7933,0.69709,0.75934,0.58069,0.86913,0.78235,1.17052,0.000260274,0.000260274,0.000260274
100,8726.57,0.34422,0.30534,0.89645,0.79468,0.69708,0.7593,0.58065,0.86832,0.78159,1.17022,0.000256388,0.000256388,0.000256388
101,8813.83,0.34053,0.30161,0.89557,0.79714,0.69581,0.75897,0.5809,0.86789,0.78077,1.1701,0.0002525,0.0002525,0.0002525
102,8901.34,0.33862,0.29846,0.89401,0.79616,0.69663,0.76097,0.58122,0.86764,0.781,1.16951,0.000248612,0.000248612,0.000248612
103,8988.86,0.33817,0.29865,0.89402,0.79961,0.69543,0.76072,0.58108,0.86843,0.78098,1.16999,0.000244726,0.000244726,0.000244726
104,9076.09,0.3362,0.29579,0.89248,0.79943,0.6955,0.76094,0.58076,0.86863,0.78123,1.16992,0.000240841,0.000240841,0.000240841
105,9162.96,0.33532,0.29564,0.89196,0.79768,0.69608,0.76123,0.58083,0.86922,0.77975,1.17041,0.000236959,0.000236959,0.000236959
106,9249.69,0.33221,0.29344,0.893,0.79928,0.69541,0.7615,0.58119,0.86976,0.77868,1.17075,0.000233081,0.000233081,0.000233081
107,9336.94,0.33427,0.29284,0.89227,0.79588,0.69659,0.76069,0.58106,0.87068,0.77837,1.17092,0.000229208,0.000229208,0.000229208
108,9423.74,0.33122,0.29255,0.89139,0.79767,0.69324,0.76065,0.58081,0.87052,0.78024,1.1707,0.000225341,0.000225341,0.000225341
109,9510.55,0.33201,0.29252,0.89122,0.79844,0.68926,0.76051,0.58139,0.87087,0.78192,1.1705,0.00022148,0.00022148,0.00022148
110,9597.71,0.32961,0.28821,0.89048,0.79606,0.69181,0.76127,0.58215,0.87119,0.77749,1.17053,0.000217627,0.000217627,0.000217627
111,9684.83,0.3279,0.2868,0.88753,0.79608,0.69236,0.7611,0.58197,0.87136,0.77609,1.17045,0.000213782,0.000213782,0.000213782
112,9771.6,0.32584,0.28706,0.88894,0.79882,0.69095,0.76139,0.58251,0.87197,0.77644,1.17116,0.000209948,0.000209948,0.000209948
113,9858.86,0.32348,0.28385,0.88919,0.79466,0.69393,0.7615,0.58249,0.87172,0.78039,1.1715,0.000206123,0.000206123,0.000206123
114,9945.73,0.32493,0.28571,0.88868,0.79543,0.69342,0.76221,0.5831,0.87213,0.7778,1.17188,0.00020231,0.00020231,0.00020231
115,10033.2,0.32505,0.28465,0.88803,0.79338,0.69734,0.76266,0.5829,0.87191,0.77758,1.17154,0.00019851,0.00019851,0.00019851
116,10120.2,0.32181,0.281,0.88679,0.7962,0.69474,0.76285,0.58257,0.87189,0.77733,1.17166,0.000194722,0.000194722,0.000194722
117,10207.3,0.32067,0.28133,0.88695,0.79791,0.6931,0.76322,0.58292,0.87221,0.77783,1.17193,0.000190949,0.000190949,0.000190949
118,10294.4,0.31853,0.27873,0.88602,0.79822,0.69188,0.76269,0.58323,0.87215,0.77885,1.17155,0.000187191,0.000187191,0.000187191
119,10381.7,0.31885,0.28054,0.8879,0.79962,0.69302,0.76299,0.58328,0.87264,0.78021,1.17194,0.00018345,0.00018345,0.00018345
120,10469.2,0.31807,0.2782,0.88561,0.7976,0.6924,0.76251,0.58337,0.87314,0.78048,1.17195,0.000179725,0.000179725,0.000179725
121,10556.7,0.31492,0.27439,0.88275,0.79057,0.69649,0.76278,0.58337,0.87336,0.77955,1.17237,0.000176018,0.000176018,0.000176018
122,10644.1,0.31687,0.27653,0.8872,0.79181,0.69614,0.76223,0.58339,0.87405,0.78052,1.17266,0.00017233,0.00017233,0.00017233
123,10731,0.31248,0.27218,0.88464,0.78713,0.69664,0.76145,0.58298,0.87435,0.77948,1.17268,0.000168662,0.000168662,0.000168662
124,10817.9,0.31383,0.27338,0.88363,0.78542,0.69923,0.76161,0.58305,0.8744,0.77963,1.1733,0.000165015,0.000165015,0.000165015
125,10904.8,0.31035,0.27292,0.88442,0.77689,0.70651,0.7622,0.58287,0.87444,0.78025,1.17311,0.000161389,0.000161389,0.000161389
126,10991.7,0.30885,0.26917,0.88182,0.78143,0.70302,0.7619,0.58266,0.87388,0.78117,1.1729,0.000157786,0.000157786,0.000157786
127,11078.6,0.31083,0.2697,0.88314,0.78168,0.70342,0.76207,0.5819,0.87414,0.78192,1.17316,0.000154206,0.000154206,0.000154206
128,11165.6,0.30702,0.26782,0.88271,0.77905,0.70486,0.76242,0.58191,0.87398,0.78197,1.17279,0.00015065,0.00015065,0.00015065
129,11252.6,0.30658,0.26565,0.88099,0.78264,0.70055,0.76214,0.58214,0.87411,0.78245,1.17277,0.00014712,0.00014712,0.00014712
130,11339.5,0.30592,0.26541,0.8818,0.78198,0.70259,0.76173,0.58187,0.87469,0.78238,1.173,0.000143615,0.000143615,0.000143615
131,11426.5,0.30411,0.2648,0.88269,0.78558,0.69891,0.76247,0.58174,0.87483,0.78207,1.17309,0.000140137,0.000140137,0.000140137
132,11513.6,0.3031,0.26258,0.88065,0.78974,0.69657,0.76263,0.58279,0.87512,0.7818,1.17368,0.000136687,0.000136687,0.000136687
133,11600.7,0.30284,0.26374,0.88185,0.79043,0.69561,0.76265,0.58222,0.87584,0.78263,1.17406,0.000133266,0.000133266,0.000133266
134,11687.7,0.30297,0.26208,0.88081,0.79345,0.69471,0.76246,0.58233,0.87579,0.78237,1.17383,0.000129874,0.000129874,0.000129874
135,11774.7,0.30239,0.2596,0.87958,0.79455,0.695,0.76281,0.58204,0.87634,0.78408,1.17455,0.000126512,0.000126512,0.000126512
136,11861.4,0.29886,0.25829,0.87868,0.79432,0.69567,0.7627,0.58194,0.87696,0.78261,1.17508,0.000123182,0.000123182,0.000123182
137,11948.1,0.2977,0.25855,0.87909,0.79646,0.69329,0.76268,0.58198,0.87748,0.78136,1.17599,0.000119883,0.000119883,0.000119883
138,12035.1,0.29833,0.25844,0.87875,0.79667,0.69201,0.7626,0.58183,0.87762,0.78153,1.1759,0.000116617,0.000116617,0.000116617
139,12122.1,0.29643,0.25749,0.87932,0.795,0.69437,0.76231,0.58121,0.87753,0.78161,1.17577,0.000113384,0.000113384,0.000113384
140,12208.9,0.29509,0.25425,0.87845,0.79303,0.69724,0.76208,0.58141,0.87736,0.7836,1.17547,0.000110186,0.000110186,0.000110186
141,12295.9,0.29621,0.25606,0.87854,0.80052,0.68946,0.76144,0.58089,0.87735,0.78573,1.17544,0.000107023,0.000107023,0.000107023
142,12382.9,0.29725,0.25615,0.87839,0.79672,0.69146,0.76166,0.58104,0.87814,0.78435,1.17522,0.000103896,0.000103896,0.000103896
143,12469.9,0.29471,0.25418,0.87711,0.79846,0.68982,0.76189,0.58184,0.87793,0.78441,1.17467,0.000100806,0.000100806,0.000100806
144,12557,0.29564,0.25473,0.87818,0.79926,0.69057,0.76253,0.58181,0.87816,0.78415,1.17472,9.77524e-05,9.77524e-05,9.77524e-05
145,12643.9,0.29202,0.25126,0.87668,0.80142,0.6893,0.76289,0.58222,0.87925,0.78462,1.17568,9.47376e-05,9.47376e-05,9.47376e-05
146,12731,0.29083,0.25,0.87653,0.80245,0.68928,0.76217,0.58253,0.87966,0.78547,1.17593,9.17616e-05,9.17616e-05,9.17616e-05
147,12818,0.29108,0.25042,0.87791,0.8017,0.68895,0.76216,0.58294,0.87992,0.7861,1.17601,8.88253e-05,8.88253e-05,8.88253e-05
148,12905,0.2892,0.24933,0.87536,0.80321,0.68755,0.76223,0.58252,0.87987,0.78675,1.17571,8.59294e-05,8.59294e-05,8.59294e-05
149,12992,0.28673,0.24736,0.87494,0.80121,0.68823,0.76258,0.58283,0.88046,0.78681,1.17606,8.30746e-05,8.30746e-05,8.30746e-05
150,13079.1,0.28693,0.2468,0.87508,0.80693,0.68672,0.76166,0.58235,0.88067,0.78679,1.17609,8.02616e-05,8.02616e-05,8.02616e-05
151,13166.3,0.28484,0.24369,0.8742,0.80809,0.68536,0.76145,0.58184,0.88092,0.78768,1.17593,7.74911e-05,7.74911e-05,7.74911e-05
152,13253.4,0.28662,0.24757,0.87491,0.81471,0.68023,0.76084,0.5819,0.88054,0.78918,1.1755,7.47637e-05,7.47637e-05,7.47637e-05
153,13340.6,0.2859,0.24601,0.8751,0.81387,0.67992,0.76058,0.58177,0.88073,0.78945,1.17543,7.20803e-05,7.20803e-05,7.20803e-05
154,13427.7,0.28365,0.24259,0.87277,0.81737,0.67876,0.76136,0.58191,0.88134,0.78931,1.176,6.94413e-05,6.94413e-05,6.94413e-05
155,13514.7,0.28333,0.24405,0.8742,0.81753,0.67787,0.76107,0.58193,0.88111,0.78981,1.17588,6.68475e-05,6.68475e-05,6.68475e-05
156,13601.9,0.28389,0.24346,0.87326,0.81573,0.67806,0.76101,0.58206,0.88139,0.7902,1.17635,6.42995e-05,6.42995e-05,6.42995e-05
157,13689.1,0.28345,0.24207,0.87307,0.81318,0.67959,0.76074,0.58175,0.88067,0.79166,1.17546,6.1798e-05,6.1798e-05,6.1798e-05
158,13776.1,0.28097,0.24111,0.87226,0.81348,0.68188,0.76035,0.58162,0.8813,0.79072,1.17611,5.93435e-05,5.93435e-05,5.93435e-05
159,13863.1,0.28019,0.24033,0.87183,0.81388,0.68216,0.76021,0.58097,0.88154,0.79143,1.17622,5.69366e-05,5.69366e-05,5.69366e-05
160,13950,0.27877,0.24088,0.87112,0.81017,0.68407,0.76007,0.58079,0.88227,0.79297,1.17674,5.4578e-05,5.4578e-05,5.4578e-05
161,14037.3,0.28006,0.24109,0.87216,0.81001,0.68428,0.75996,0.58034,0.88289,0.7926,1.17743,5.22683e-05,5.22683e-05,5.22683e-05
162,14124.2,0.27759,0.23876,0.87175,0.80914,0.68322,0.75965,0.58052,0.88323,0.79313,1.17787,5.00079e-05,5.00079e-05,5.00079e-05
163,14211.2,0.28137,0.2413,0.87379,0.80735,0.68439,0.75994,0.58035,0.88347,0.79377,1.17828,4.77976e-05,4.77976e-05,4.77976e-05
164,14298.2,0.28022,0.24067,0.87326,0.80744,0.68304,0.75897,0.58013,0.88379,0.79442,1.1784,4.56377e-05,4.56377e-05,4.56377e-05
165,14385.1,inf,0.23778,0.87195,0.8069,0.68238,0.75885,0.5803,0.88388,0.79451,1.17851,4.35288e-05,4.35288e-05,4.35288e-05
166,14472.1,0.27638,0.23689,0.8704,0.80787,0.68078,0.75859,0.57982,0.8842,0.79449,1.17859,4.14716e-05,4.14716e-05,4.14716e-05
167,14558.9,0.27379,0.23542,0.87113,0.80871,0.68123,0.75866,0.58022,0.8847,0.79474,1.17902,3.94663e-05,3.94663e-05,3.94663e-05
168,14645.7,0.27258,0.23377,0.86994,0.80673,0.68176,0.75826,0.5806,0.88512,0.79519,1.17885,3.75137e-05,3.75137e-05,3.75137e-05
169,14732.4,0.27565,0.23596,0.87091,0.80646,0.68108,0.75807,0.58012,0.88556,0.79595,1.17948,3.56141e-05,3.56141e-05,3.56141e-05
170,14819.2,0.27392,0.23526,0.87074,0.80535,0.6806,0.75755,0.57976,0.886,0.79599,1.18012,3.3768e-05,3.3768e-05,3.3768e-05
171,14906,0.27277,0.23416,0.87046,0.80626,0.67934,0.75763,0.58007,0.88636,0.79651,1.1803,3.19759e-05,3.19759e-05,3.19759e-05
172,14993,inf,0.23241,0.86958,0.80728,0.67854,0.75742,0.57978,0.88665,0.79731,1.18033,3.02382e-05,3.02382e-05,3.02382e-05
173,15080,0.27029,0.23205,0.86955,0.80647,0.67863,0.75749,0.57965,0.88601,0.79894,1.18042,2.85553e-05,2.85553e-05,2.85553e-05
174,15166.9,0.27491,0.23398,0.87082,0.80806,0.67806,0.75758,0.57939,0.88666,0.79716,1.18082,2.69277e-05,2.69277e-05,2.69277e-05
175,15253.7,0.27401,0.2348,0.87105,0.8082,0.67741,0.75733,0.5791,0.88737,0.79641,1.18143,2.53557e-05,2.53557e-05,2.53557e-05
176,15340.6,0.27234,0.23337,0.86916,0.8087,0.67755,0.75707,0.57915,0.88765,0.79666,1.18144,2.38398e-05,2.38398e-05,2.38398e-05
177,15427.5,0.26927,0.23275,0.86874,0.80755,0.67687,0.75648,0.57917,0.88769,0.79766,1.1819,2.23803e-05,2.23803e-05,2.23803e-05
178,15514.6,0.2693,0.23155,0.87026,0.80818,0.67719,0.75619,0.57866,0.88817,0.79773,1.18277,2.09776e-05,2.09776e-05,2.09776e-05
179,15601.7,0.27077,0.23224,0.86962,0.80648,0.67698,0.75517,0.57848,0.88871,0.79846,1.18337,1.9632e-05,1.9632e-05,1.9632e-05
180,15688.6,0.27283,0.23204,0.87131,0.8061,0.67729,0.75502,0.57843,0.88901,0.79941,1.18318,1.83439e-05,1.83439e-05,1.83439e-05
181,15775.6,0.27003,0.23131,0.86901,0.8006,0.67863,0.75468,0.57826,0.88951,0.79933,1.18391,1.71135e-05,1.71135e-05,1.71135e-05
182,15862.6,0.27052,0.23083,0.8696,0.8019,0.6771,0.75427,0.57842,0.88969,0.79978,1.18417,1.59412e-05,1.59412e-05,1.59412e-05
183,15949.8,0.27102,0.23144,0.86944,0.80125,0.67799,0.75404,0.57829,0.88986,0.80029,1.18468,1.48273e-05,1.48273e-05,1.48273e-05
184,16036.9,0.26829,0.2296,0.86907,0.80093,0.67704,0.75414,0.5782,0.88994,0.80063,1.1844,1.3772e-05,1.3772e-05,1.3772e-05
185,16124,0.26963,0.22996,0.86844,0.79912,0.67707,0.75358,0.57801,0.8908,0.80138,1.1852,1.27757e-05,1.27757e-05,1.27757e-05
186,16211.2,0.26974,0.23093,0.86926,0.79273,0.68093,0.75339,0.57814,0.89106,0.80217,1.18565,1.18384e-05,1.18384e-05,1.18384e-05
187,16298.4,0.27104,0.23131,0.86952,0.79575,0.67779,0.75331,0.57769,0.89151,0.80256,1.18599,1.09606e-05,1.09606e-05,1.09606e-05
188,16385.6,0.26894,0.22934,0.86858,0.79126,0.6792,0.75302,0.57725,0.89145,0.80348,1.18611,1.01424e-05,1.01424e-05,1.01424e-05
189,16472.6,0.26911,0.23083,0.86888,0.78964,0.68091,0.75306,0.57757,0.8917,0.80402,1.18669,9.38391e-06,9.38391e-06,9.38391e-06
190,16559.7,0.26991,0.23069,0.86798,0.80936,0.66897,0.75232,0.57741,0.89175,0.80396,1.18651,8.68544e-06,8.68544e-06,8.68544e-06
191,16650.2,0.81088,0.64818,1.16152,0.785,0.68305,0.75226,0.57736,0.89204,0.80219,1.18714,8.04714e-06,8.04714e-06,8.04714e-06
192,16736.6,0.74467,0.5439,1.086,0.7733,0.69404,0.75272,0.57628,0.89204,0.80164,1.18748,7.46914e-06,7.46914e-06,7.46914e-06
193,16822.7,0.73099,0.52248,1.07132,0.77546,0.69073,0.75332,0.57641,0.89237,0.80136,1.18808,6.95161e-06,6.95161e-06,6.95161e-06
194,16908.8,0.71761,0.50854,1.05881,0.80709,0.67232,0.75307,0.57621,0.89246,0.80073,1.18805,6.49466e-06,6.49466e-06,6.49466e-06
195,16994.6,0.71281,0.49885,1.0557,0.78549,0.68762,0.7537,0.57613,0.89218,0.79974,1.18791,6.09841e-06,6.09841e-06,6.09841e-06
196,17080.6,0.70799,0.49531,1.05018,0.78675,0.68821,0.75391,0.57595,0.89279,0.79958,1.18846,5.76296e-06,5.76296e-06,5.76296e-06
197,17166.5,0.70563,0.49386,1.0481,0.80136,0.67763,0.75361,0.57574,0.89252,0.79897,1.18765,5.48838e-06,5.48838e-06,5.48838e-06
198,17252.3,0.70368,0.48946,1.04742,0.80616,0.67324,0.75278,0.57565,0.89249,0.79891,1.18788,5.27476e-06,5.27476e-06,5.27476e-06
199,17338.8,0.69974,0.48509,1.04492,0.80754,0.67329,0.75296,0.57545,0.89221,0.79885,1.18769,5.12213e-06,5.12213e-06,5.12213e-06
200,17425.1,0.69774,0.48551,1.04368,0.80476,0.6733,0.75306,0.57547,0.89252,0.79881,1.18738,5.03053e-06,5.03053e-06,5.03053e-06
1,240.644,0.9821,1.5274,1.24918,0.64922,0.40187,0.46583,0.32064,1.13573,1.88588,1.40495,0.0801826,9.95851e-05,9.95851e-05
2,329.151,0.99545,1.21397,1.26221,0.51062,0.37096,0.40248,0.25521,1.20778,1.98797,1.4508,0.0602825,0.000199541,0.000199541
3,418.141,1.06173,1.3154,1.30825,0.57053,0.41067,0.45585,0.29854,1.16617,1.92422,1.44138,0.0403823,0.000299319,0.000299319
4,506.671,1.09705,1.38926,1.34149,0.57394,0.41047,0.47198,0.29634,1.21797,1.6428,1.44962,0.0204818,0.000398787,0.000398787
5,594.867,1.11382,1.41745,1.3515,0.57367,0.43053,0.46524,0.296,1.24524,1.81438,1.50167,0.0005808,0.000497812,0.000497812
6,683.349,1.10969,1.39983,1.34821,0.62852,0.48489,0.55427,0.36474,1.13537,1.51425,1.37866,0.00049723,0.00049723,0.00049723
7,772.218,1.08153,1.33283,1.32894,0.62911,0.52507,0.58895,0.40643,1.14805,1.33268,1.46511,0.000496015,0.000496015,0.000496015
8,861.819,1.06469,1.29135,1.31846,0.66481,0.53759,0.6114,0.42566,1.05143,1.28412,1.31959,0.000494581,0.000494581,0.000494581
9,954.536,1.04651,1.248,1.29933,0.70494,0.56682,0.64395,0.46025,1.03095,1.22169,1.30171,0.000492931,0.000492931,0.000492931
10,1044.84,1.0298,1.21566,1.28827,0.70078,0.56493,0.64884,0.46283,1.01238,1.1701,1.26797,0.000491066,0.000491066,0.000491066
11,1136.92,1.01644,1.18076,1.28221,0.75413,0.5575,0.65469,0.46633,1.01663,1.28917,1.27054,0.000488988,0.000488988,0.000488988
12,1228.4,1.00373,1.14677,1.2658,0.72691,0.57427,0.66369,0.47823,0.97329,1.15394,1.25792,0.000486698,0.000486698,0.000486698
13,1319.98,0.99041,1.13065,1.25909,0.76481,0.61824,0.71243,0.51843,0.94178,1.04356,1.21758,0.0004842,0.0004842,0.0004842
14,1410.83,0.97246,1.09449,1.24874,0.73621,0.59307,0.67391,0.49642,0.94052,1.06039,1.22311,0.000481495,0.000481495,0.000481495
15,1501.73,0.97306,1.07575,1.24685,0.75465,0.59649,0.68577,0.49794,0.95598,1.04028,1.2293,0.000478586,0.000478586,0.000478586
16,1590.65,0.96247,1.06542,1.2414,0.73858,0.6055,0.69147,0.50817,0.94864,1.05985,1.22755,0.000475476,0.000475476,0.000475476
17,1679.25,0.95821,1.04678,1.23403,0.79781,0.61342,0.70117,0.51879,0.91068,0.98338,1.18685,0.000472169,0.000472169,0.000472169
18,1767.9,0.94699,1.02855,1.22725,0.78912,0.63095,0.73077,0.54113,0.90839,0.92406,1.18815,0.000468667,0.000468667,0.000468667
19,1856.81,0.93874,1.00975,1.21791,0.79234,0.62753,0.72825,0.53961,0.90752,0.94305,1.18649,0.000464974,0.000464974,0.000464974
20,1945.21,0.92864,0.98879,1.21355,0.75691,0.66412,0.73534,0.55541,0.90253,0.92822,1.18215,0.000461093,0.000461093,0.000461093
21,2034.54,0.93087,0.98448,1.21241,0.80842,0.65807,0.75328,0.56494,0.89583,0.87975,1.18295,0.000457029,0.000457029,0.000457029
22,2125.69,0.91621,0.97023,1.20683,0.78008,0.679,0.7537,0.57088,0.89209,0.88842,1.1732,0.000452785,0.000452785,0.000452785
23,2216.97,0.90987,0.95239,1.20103,0.76595,0.67317,0.74745,0.56008,0.89894,0.90398,1.17367,0.000448365,0.000448365,0.000448365
24,2308.41,0.90889,0.94416,1.1976,0.85045,0.64939,0.7617,0.57941,0.87153,0.83996,1.15313,0.000443775,0.000443775,0.000443775
25,2399.61,0.89862,0.93122,1.19321,0.78804,0.67497,0.75883,0.57674,0.89081,0.85183,1.16944,0.000439018,0.000439018,0.000439018
